 File 	 檔案 
You fill the bucket with the murky water from the moat.	你用護城河的混濁河水裝滿水桶。
You need to get closer to the water.	你得再靠近水邊一點。
These scaly, slimy serpents cruise the moat searching for unwary trespassers.	這些長滿鱗片、渾身黏滑的巨蛇在護城河中巡遊，尋找不小心闖入的人。
You can see the goat's reflection on the dirty moat water.	你能在骯髒的護城河水面上，看見山羊的倒影。
You can see your reflection on the dirty moat water.	你能在骯髒的護城河水面上，看見自己的倒影。
You've already planted them.	你已經種下它們了。
You ate the beans.	你已經吃掉那些豆子了。
That is not a bad idea, but this is not a very suitable place to plant these beans.  Why don't you try it elsewhere?	這主意不錯，但這裡不太適合種這些豆子，何不去別的地方試試？
You can't plant the beans while you're invisible.	你隱形的時候沒辦法種豆子。
You plant the magical beans in the fertile soil.  Suddenly, something incredible begins to happen!	你把魔豆種進肥沃的土壤裡，突然間，不可思議的事發生了！
You're not in a good place to climb the beanstalk.	你現在的位置不適合爬豆莖。
You are already climbing the beanstalk.	你已經在爬豆莖了。
You must be swimming in order to dive.	你得先游泳，才能潛水。
The current is too strong for diving.	水流太強，沒辦法潛水。
You must be in the water in order to swim.	你得先進到水裡才能游泳。
Although you try to swim, the current is too strong.	你試著游泳，但水流太強了。
The steep embankment prevents you from getting a drink.	陡峭的堤岸讓你沒辦法喝到水。
You're too busy drowning!	你正忙著溺水呢！
The steep embankment prevents you from doing that.	陡峭的堤岸讓你沒辦法這麼做。
The beanstalk's leaves are bigger than you are!	豆莖的葉子比你還大！
Go ahead and climb.	去吧，爬上去。
You are already climbing the beanstalk.  Be careful!	你已經在爬豆莖了，小心點！
They are much too large to carry around.	它們太大了，沒辦法隨身帶著走。
Up here in the clouds, the selection of stones is very poor.	在雲端這裡，能找到的石頭少得可憐。
You are in the Land of the Clouds.  There is a giant here.	你身處雲之國，這裡有一個巨人。
You are in the Land of the Clouds.  It is rumored that a giant lives up here.	你身處雲之國，傳說有個巨人住在這上面。
These gigantic, oddly-shaped trees loom far overhead.	這些形狀怪異的巨樹，高聳在你頭頂遠處。
As you drop through the clouds, your magic ring slips from your finger.	你穿過雲層墜落時，魔戒從你的手指上滑落。
Next time, keep your feet on the ground and your head out of the clouds!	下次記得腳踏實地，別把頭埋進雲裡！
You can hear the chirping of many birds hidden in the trees.	你能聽見許多鳥兒藏在樹裡啁啾鳴叫。
Sir Graham!  Your conduct is unbecoming of a knight.  Fortunately, the birds are flying too fast for you to hit.	格拉漢爵士！你這樣的行為有失騎士風範。幸好那些鳥飛得太快，你打不中牠們。
They're not here right now...but the birds are coming.	牠們現在不在這裡……不過鳥兒正要飛來。
The birds of Daventry are beautiful, are they not?	戴凡確王國的鳥兒很美麗，不是嗎？
You are neither tall enough nor fast enough to do that.	你的身高不夠、速度也不夠快，做不到這件事。
There's no reason to kill the birds in Daventry.   They would never harm you!	沒有理由要殺害戴凡確王國的鳥兒，牠們根本不會傷害你！
The birds of Daventry get up early and catch all the worms they need.	戴凡確王國的鳥兒早起，能抓到牠們需要的所有蟲子。
Your aim could use some improvement.  The dagger flies through the air, and where it lands, you know not where.	你的準頭還有待加強。短刀飛向空中，落在哪裡，你也不知道。
You play a lively, toe-tapping tune on the fiddle.	你用小提琴演奏了一曲輕快、讓人忍不住打拍子的曲子。
The woodcutter and his wife ignore your fiddling. Perhaps they preferred their own music?	樵夫和他的妻子沒理會你的琴聲，也許他們比較喜歡自己的音樂？
Though your fiddle-playing is loud and boisterous, the giant can't hear you above his own snoring.  Good thing, too!	雖然你的琴聲又吵又熱鬧，巨人卻被自己的鼾聲蓋過，根本聽不見。這樣也好！
Obviously, there are no music lovers here.  You put the fiddle away.	這裡顯然沒有愛好音樂的人，你把小提琴收了起來。
You had better practice.  Your aim with the slingshot is poor.	你最好多練習，你用投石器的準頭不太好。
You missed.  Then again, you weren't aiming at anything worthwhile.	你沒打中。不過話說回來，你瞄準的也不是什麼值得打的東西。
Be careful!  There's a sorcerer lurking nearby, just waiting to try out his newest incantation.	小心！附近潛伏著一名巫師，正等著試驗他最新的咒語。
The sorcerer wants to cast his brand-new Paralysis Spell on you.	這名巫師想對你施展他全新的「麻痺咒」。
This sorcerer is a man of few words and many dangerous spells.	這名巫師話不多，卻擁有許多危險的咒語。
Unfortunately, there's nothing in Daventry more dangerous than an angry Sorcerer.  Best to avoid this evil magician than do anything that could cause him to retaliate!	不幸的是，戴凡確王國裡沒有什麼比一名發怒的巫師更危險了。最好避開這名邪惡的法師，別做任何可能招致他報復的事！
Unfortunately, the sorcerer is immune to the magic ring's invisibility spell.	不幸的是，這名巫師不受魔戒隱身咒的影響。
The sorcerer casts his Paralysis Spell, freezing you to the spot.  Satisfied with his deviltry, he departs, leaving you at the mercy of the forest creatures.  Let's hope there are no dangerous creatures skulking about until the spell wears off.	巫師對你施展「麻痺咒」，讓你當場動彈不得。他對自己的惡作劇感到滿意，便揚長而去，留下你任憑森林生物擺布。希望在咒語解除之前，附近沒有危險的生物潛伏。
The powerful spell has counteracted your own magic and removed your invisibility.	這道強大的咒語抵銷了你自己的魔法，讓你的隱身效果消失了。
The Paralysis Spell has worn off.  You're free to move about again, but beware of the Sorcerer's return.	「麻痺咒」的效果已經解除，你又能自由行動了，但要小心巫師回來。
Suddenly you hear the heavy footfalls of an Ogre!  He stomps into the clearing, spots you, and decides to crush the life out of you.	你突然聽見沉重的腳步聲——是一隻鬼怪！他踏著腳步走進空地，一眼看見你，便打定主意要把你活活壓死。
The ogre is itching to take you in his powerful arms and crush your bones!	這隻鬼怪迫不及待想用他強壯的雙臂抓住你，把你的骨頭捏碎！
Talking to this ogre is like talking to a brick wall.  An ANGRY brick wall.	跟這隻鬼怪說話，就像跟一堵牆說話——一堵發怒的牆。
This Ogre is one tough character.  Trying to bring harm to him would be a very bad mistake.  He's got a very thick skin, and a very short temper.	這隻鬼怪是個難纏的角色，想傷害他絕對是天大的錯誤。他皮粗肉厚，脾氣又差。
You don't have anything to try that with.	你身上沒有可以拿來嘗試的東西。
Attempting to bring harm to the ogre will do no good.  He has a very thick skin, and a very short temper.	想傷害這隻鬼怪不會有任何好處，他皮粗肉厚，脾氣又差。
The ogre is confused by your sudden disappearance.  Sneak away now, while you've got the chance!	這隻鬼怪被你突然消失搞得一頭霧水。趁現在有機會，趕緊溜走吧！
Unfortunately, you were too close to the ogre.  He could sense you nearby, despite your invisibility!	不幸的是，你離這隻鬼怪太近了。儘管你隱了形，他還是能察覺你就在附近！
The ogre sees you again!	這隻鬼怪又看見你了！
There is a small dwarf right nearby.  Be careful; this sly little chap is trouble.	附近就有一個矮小的矮人。小心點，這個狡猾的小傢伙是個麻煩人物。
This tricky little dwarf is quite interested in you!  To be exact, he would like to see what items of value you may be carrying.	這個狡猾的小矮人對你很感興趣！說得精確一點，他想瞧瞧你身上帶著什麼值錢的東西。
Looks like the dwarf is running off.  Did he take anything?	矮人似乎要逃跑了。他有沒有拿走什麼東西？
Talking to this dwarf is a waste of breath.  He's only interested in what you've got in your pockets.	跟這矮人講話只是白費唇舌，他只在乎你口袋裡裝了什麼。
The dwarf is too fast for you to catch.	矮人的動作太快，你追不上他。
The dwarf, startled by your sudden disappearance, runs away.	矮人被你突然消失的舉動嚇了一跳，拔腿逃走了。
You don't see the %s	你沒看見%s
You're not close enough.	你離得不夠近。
The %s looks like any other %s.	%s看起來就和其他%s一樣。
The %s will not move.	%s不會動。
You cannot get the %s.	你沒辦法拿取%s。
You cannot open the %s.	你沒辦法打開%s。
You cannot close the %s.	你沒辦法關閉%s。
The %s has no smell.	%s沒有味道。
You cannot move the %s.	你沒辦法移動%s。
You wouldn't want to eat the %s.	你不會想吃%s。
You can't climb the %s.	你沒辦法爬上%s。
The %s has nothing to say.	%s沒什麼好說的。
You're not facing the %s.	你沒有面對著%s。
%ssg.dir	%ssg.dir
New save-game directory:	新的存檔目錄：
